title,ingredients,instructions,picture_link
Sweet Potato Pie I,"['1 (1 pound) sweet potato ADVERTISEMENT', '1/2 cup butter, softened ADVERTISEMENT', '1 cup white sugar ADVERTISEMENT', '1/2 cup milk ADVERTISEMENT', '2 eggs ADVERTISEMENT', '1/2 teaspoon ground nutmeg ADVERTISEMENT', '1/2 teaspoon ground cinnamon ADVERTISEMENT', '1 teaspoon vanilla extract ADVERTISEMENT', '1 (9 inch) unbaked pie crust ADVERTISEMENT', 'ADVERTISEMENT']","Boil sweet potato whole in skin for 40 to 50 minutes, or until done. Run cold water over the sweet potato, and remove the skin.
Break apart sweet potato in a bowl. Add butter, and mix well with mixer. Stir in sugar, milk, eggs, nutmeg, cinnamon and vanilla. Beat on medium speed until mixture is smooth. Pour filling into an unbaked pie crust.
Bake at 350 degrees F (175 degrees C) for 55 to 60 minutes, or until knife inserted in center comes out clean. Pie will puff up like a souffle, and then will sink down as it cools.
",8kKNEUQo4N593RM2/7E6CtBpFL5AMgK
Creamy Chicken and Wild Rice Soup,"['4 cups chicken broth ADVERTISEMENT', '2 cups water ADVERTISEMENT', '2 cooked, boneless chicken breast halves, shredded ADVERTISEMENT', '1 (4.5 ounce) package quick cooking long grain and wild rice with seasoning packet ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', '1/2 teaspoon ground black pepper ADVERTISEMENT', '3/4 cup all-purpose flour ADVERTISEMENT', '1/2 cup butter ADVERTISEMENT', '2 cups heavy cream ADVERTISEMENT', 'ADVERTISEMENT']","In a large pot over medium heat, combine broth, water and chicken. Bring just to boiling, then stir in rice, reserving seasoning packet. Cover and remove from heat.
In a small bowl, combine salt, pepper and flour. In a medium saucepan over medium heat, melt butter. Stir in contents of seasoning packet until mixture is bubbly. Reduce heat to low, then stir in flour mixture by tablespoons, to form a roux. Whisk in cream, a little at a time, until fully incorporated and smooth. Cook until thickened, 5 minutes.
Stir cream mixture into broth and rice. Cook over medium heat until heated through, 10 to 15 minutes.
",nCDgW5.VkeR/mxLr4N8AzlH.nG6oBpC
Grandma Ople's  Apple Pie,"['1 recipe pastry for a 9 inch double crust pie ADVERTISEMENT', '1/2 cup unsalted butter ADVERTISEMENT', '3 tablespoons all-purpose flour ADVERTISEMENT', '1/2 cup white sugar ADVERTISEMENT', '1/2 cup packed brown sugar ADVERTISEMENT', '1/4 cup water ADVERTISEMENT', '8 Granny Smith apples - peeled, cored and sliced ADVERTISEMENT', 'ADVERTISEMENT']","Melt butter in a sauce pan. Stir in flour to form a paste. Add white sugar, brown sugar and water; bring to a boil. Reduce temperature, and simmer 5 minutes.
Meanwhile, place the bottom crust in your pan. Fill with apples, mounded slightly. Cover with a lattice work crust. Gently pour the sugar and butter liquid over the crust. Pour slowly so that it does not run off.
Bake 15 minutes at 425 degrees F (220 degrees C). Reduce the temperature to 350 degrees F (175 degrees C), and continue baking for 35 to 45 minutes.
",FXPd2Tfka6m5jNbtU.8GatJyy/nRr4C
Sarah's Applesauce,"['4 apples - peeled, cored and chopped ADVERTISEMENT', '3/4 cup water ADVERTISEMENT', '1/4 cup white sugar ADVERTISEMENT', '1/2 teaspoon ground cinnamon ADVERTISEMENT', 'ADVERTISEMENT']","In a saucepan, combine apples, water, sugar, and cinnamon. Cover, and cook over medium heat for 15 to 20 minutes, or until apples are soft. Allow to cool, then mash with a fork or potato masher.
",xOh7tdA9DHfjekAwW2hW3ZJT7xaIgPG
Angela's Awesome Enchiladas,"['2 pounds skinless, boneless chicken breast meat - cut into chunks ADVERTISEMENT', '1 (10.75 ounce) can condensed cream of chicken soup ADVERTISEMENT', '1 1/4 cups sour cream ADVERTISEMENT', '1/4 teaspoon chili powder ADVERTISEMENT', '1 tablespoon butter ADVERTISEMENT', '1 small onion, chopped ADVERTISEMENT', '1 (4 ounce) can chopped green chilies, drained ADVERTISEMENT', '1 (1.25 ounce) package mild taco seasoning mix ADVERTISEMENT', '1 bunch green onions, chopped, divided ADVERTISEMENT', '1 cup water ADVERTISEMENT', '1 teaspoon lime juice ADVERTISEMENT', '1/2 teaspoon onion powder ADVERTISEMENT', '1/2 teaspoon garlic powder ADVERTISEMENT', '5 (12 inch) flour tortillas ADVERTISEMENT', '3 cups Cheddar cheese, shredded, divided ADVERTISEMENT', '1 (10 ounce) can enchilada sauce ADVERTISEMENT', '1 (6 ounce) can sliced black olives ADVERTISEMENT', 'ADVERTISEMENT']","Place the chicken in a large pot and add water to cover. Bring to a boil over high heat, then reduce the heat to medium-low, cover, and simmer until the chicken pieces are no longer pink, about 10 minutes. Shred chicken by placing two forks back to back and pulling meat apart. Set the shredded chicken aside. Meanwhile, combine the cream of chicken soup, sour cream, and chili powder in a saucepan. Bring to a simmer over low heat, stirring occasionally, then turn off the heat and cover to keep warm.
Heat the butter in a skillet over medium heat. Stir in the onion; cook and stir until the onion has softened and turned translucent, about 5 minutes. Add the shredded chicken, chopped green chilies, taco seasoning, half of the bunch of chopped green onion, and water. Allow to simmer for 10 minutes. Stir in the lime juice, onion powder, and garlic powder; simmer for an additional 10 minutes.
Preheat an oven to 350 degrees F (175 degrees C). Stir 1 cup of the soup mixture into the skillet with the chicken mixture. Spread the remaining soup mixture on the bottom of a 9x13 inch baking dish.
Fill each tortilla with chicken mixture. Sprinkle Cheddar cheese over the chicken filling before folding the tortillas, reserving half of the shredded cheese for topping the enchiladas. Fold tortillas over the filling and place seam-side down in the prepared pan.
Pour enchilada sauce evenly over the enchiladas. Cover with the remaining 1 1/2 cups of Cheddar cheese. Sprinkle the reserved chopped green onions and the sliced olives on top of the cheese. Bake in the preheated oven until filling is heated through and the cheese is melted and bubbling, about 25 minutes.
",pZMPzKIib36FD0R5UL4M.QsFh8w0kju
Chicken Florentine Casserole,"['4 skinless, boneless chicken breast halves ADVERTISEMENT', '1/4 cup butter ADVERTISEMENT', '3 teaspoons minced garlic ADVERTISEMENT', '1 tablespoon lemon juice ADVERTISEMENT', '1 (10.75 ounce) can condensed cream of mushroom soup ADVERTISEMENT', '1 tablespoon Italian seasoning ADVERTISEMENT', '1/2 cup half-and-half ADVERTISEMENT', '1/2 cup grated Parmesan cheese ADVERTISEMENT', '2 (13.5 ounce) cans spinach, drained ADVERTISEMENT', '4 ounces fresh mushrooms, sliced ADVERTISEMENT', '2/3 cup bacon bits ADVERTISEMENT', '2 cups shredded mozzarella cheese ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C). Place the chicken breast halves on a baking sheet; bake 20 to 30 minutes, until no longer pink and juices run clear. Remove from heat, and set aside.
Increase the oven temperature to 400 degrees F (200 degrees C).
Melt the butter in a medium saucepan over medium heat. Stirring constantly, mix in the garlic, lemon juice, cream of mushroom soup, Italian seasoning, half-and-half, and Parmesan cheese.
Arrange the spinach over the bottom of a 9x9 inch baking dish. Cover the spinach with the mushrooms. Pour half the mixture from the saucepan over the mushrooms. Arrange chicken breasts in the dish, and cover with the remaining sauce mixture. Sprinkle with bacon bits, and top with mozzarella cheese.
Bake 20 to 25 minutes in the 400 degrees F (200 degrees C) oven, until bubbly and lightly browned.
",QMBWyW2Pj/weOzX6Nm10W./.PgD3J6G
Addictive Sweet Potato Burritos,"['1 tablespoon vegetable oil ADVERTISEMENT', '1 onion, chopped ADVERTISEMENT', '4 cloves garlic, minced ADVERTISEMENT', '6 cups canned kidney beans, drained ADVERTISEMENT', '2 cups water ADVERTISEMENT', '3 tablespoons chili powder ADVERTISEMENT', '4 teaspoons prepared mustard ADVERTISEMENT', '2 teaspoons ground cumin ADVERTISEMENT', '1 pinch cayenne pepper, or to taste ADVERTISEMENT', '3 tablespoons soy sauce ADVERTISEMENT', '4 cups mashed cooked sweet potatoes ADVERTISEMENT', '12 (10 inch) flour tortillas, warmed ADVERTISEMENT', '8 ounces shredded Cheddar cheese ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
Heat oil in a medium skillet and saute onion and garlic until soft. Mash beans into the onion mixture. Gradually stir in water; heat until warm, 2 to 3 minutes. Remove from heat and stir in the soy sauce, chili powder, mustard, cumin, and cayenne pepper.
Divide bean mixture and mashed sweet potatoes evenly between the tortillas; top with cheese. Fold tortillas burrito-style around the fillings and place on a baking sheet.
Bake in the preheated oven until warmed through, about 12 minutes.
",583qcX45TshEh2H9dcQLc/B7BOiNCl2
Exquisite Pizza Sauce,"['1 (6 ounce) can tomato paste ADVERTISEMENT', '6 fluid ounces warm water (110 degrees F/45 degrees C) ADVERTISEMENT', '3 tablespoons grated Parmesan cheese ADVERTISEMENT', '1 teaspoon minced garlic ADVERTISEMENT', '2 tablespoons honey ADVERTISEMENT', '1 teaspoon anchovy paste (optional) ADVERTISEMENT', '3/4 teaspoon onion powder ADVERTISEMENT', '1/4 teaspoon dried oregano ADVERTISEMENT', '1/4 teaspoon dried marjoram ADVERTISEMENT', '1/4 teaspoon dried basil ADVERTISEMENT', '1/4 teaspoon ground black pepper ADVERTISEMENT', '1/8 teaspoon cayenne pepper ADVERTISEMENT', '1/8 teaspoon dried red pepper flakes ADVERTISEMENT', 'salt to taste ADVERTISEMENT', 'ADVERTISEMENT']","In a small bowl, combine tomato paste, water, Parmesan cheese, garlic, honey, anchovy paste, onion powder, oregano, marjoram, basil, ground black pepper, cayenne pepper, red pepper flakes and salt; mix together, breaking up any clumps of cheese.
Sauce should sit for 30 minutes to blend flavors; spread over pizza dough and prepare pizza as desired.
",vPrM8AxzhviSD5qnzr992WlQIuWM8rK
Super-Delicious Zuppa Toscana,"['1 pound bulk mild Italian sausage ADVERTISEMENT', '1 1/4 teaspoons crushed red pepper flakes ADVERTISEMENT', '4 slices bacon, cut into 1/2 inch pieces ADVERTISEMENT', '1 large onion, diced ADVERTISEMENT', '1 tablespoon minced garlic ADVERTISEMENT', '5 (13.75 ounce) cans chicken broth ADVERTISEMENT', '6 potatoes, thinly sliced ADVERTISEMENT', '1 cup heavy cream ADVERTISEMENT', '1/4 bunch fresh spinach, tough stems removed ADVERTISEMENT', 'ADVERTISEMENT']","Cook the Italian sausage and red pepper flakes in a Dutch oven over medium-high heat until crumbly, browned, and no longer pink, 10 to 15 minutes. Drain and set aside.
Cook the bacon in the same Dutch oven over medium heat until crisp, about 10 minutes. Drain, leaving a few tablespoons of drippings with the bacon in the bottom of the Dutch oven. Stir in the onions and garlic; cook until onions are soft and translucent, about 5 minutes.
Pour the chicken broth into the Dutch oven with the bacon and onion mixture; bring to a boil over high heat. Add the potatoes, and boil until fork tender, about 20 minutes. Reduce the heat to medium and stir in the heavy cream and the cooked sausage; heat through. Mix the spinach into the soup just before serving.
",Qac6K6ZYoRyko1XHten/M8/xseDx9XS
Brown Sugar Smokies,"['1 pound bacon ADVERTISEMENT', '1 (16 ounce) package little smokie sausages ADVERTISEMENT', '1 cup brown sugar, or to taste ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
Cut bacon into thirds and wrap each strip around a little sausage. Place the wrapped sausages on wooden skewers, several to a skewer. Arrange the skewers on a baking sheet and sprinkle them liberally with brown sugar.
Bake until bacon is crisp and the brown sugar melted.
",JTu3C8HSr804TdPN2dagFXvSp6U1xUK
Donut Muffins,"['1/2 cup white sugar ADVERTISEMENT', '1/4 cup margarine, melted ADVERTISEMENT', '3/4 teaspoon ground nutmeg ADVERTISEMENT', '1/2 cup milk ADVERTISEMENT', '1 teaspoon baking powder ADVERTISEMENT', '1 cup all-purpose flour ADVERTISEMENT', '1/4 cup margarine, melted ADVERTISEMENT', '1/2 cup white sugar ADVERTISEMENT', '1 teaspoon ground cinnamon ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 375 degrees F (190 degrees C). Grease 24 mini-muffin cups.
Mix 1/2 cup sugar, 1/4 cup margarine, and nutmeg in a large bowl. Stir in the milk, then mix in the baking powder and flour until just combined. Fill the prepared mini muffin cups about half full.
Bake in the preheated oven until the tops are lightly golden, 15 to 20 minutes.
While muffins are baking, place 1/4 cup of melted margarine in a bowl. In a separate bowl, mix together 1/2 cup of sugar with the cinnamon. Remove muffins from their cups, dip each muffin in the melted margarine, and roll in the sugar-cinnamon mixture. Let cool and serve.
",ixQcDMpHP4biaVvL9dvSLgeVtwaWTia
Lime Chicken Soft Tacos,"['1 1/2 pounds skinless, boneless chicken breast meat - cubed ADVERTISEMENT', '1/8 cup red wine vinegar ADVERTISEMENT', '1/2 lime, juiced ADVERTISEMENT', '1 teaspoon white sugar ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', '1/2 teaspoon ground black pepper ADVERTISEMENT', '2 green onions, chopped ADVERTISEMENT', '2 cloves garlic, minced ADVERTISEMENT', '1 teaspoon dried oregano ADVERTISEMENT', '10 (6 inch) flour tortillas ADVERTISEMENT', '1 tomato, diced ADVERTISEMENT', '1/4 cup shredded lettuce ADVERTISEMENT', '1/4 cup shredded Monterey Jack cheese ADVERTISEMENT', '1/4 cup salsa ADVERTISEMENT', 'ADVERTISEMENT']","Saute chicken in a medium saucepan over medium high heat for about 20 minutes. Add vinegar, lime juice, sugar, salt, pepper, green onion, garlic and oregano. Simmer for an extra 10 minutes.
Heat an iron skillet over medium heat. Place a tortilla in the pan, warm, and turn over to heat the other side. Repeat with remaining tortillas. Serve lime chicken mixture in warm tortillas topped with tomato, lettuce, cheese and salsa.
",cSGCtZQnUreuzB5slGVyA1i3/J68sFu
Fish Tacos,"['1 cup all-purpose flour ADVERTISEMENT', '2 tablespoons cornstarch ADVERTISEMENT', '1 teaspoon baking powder ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', '1 egg ADVERTISEMENT', '1 cup beer ADVERTISEMENT', '1/2 cup plain yogurt ADVERTISEMENT', '1/2 cup mayonnaise ADVERTISEMENT', '1 lime, juiced ADVERTISEMENT', '1 jalapeno pepper, minced ADVERTISEMENT', '1 teaspoon minced capers ADVERTISEMENT', '1/2 teaspoon dried oregano ADVERTISEMENT', '1/2 teaspoon ground cumin ADVERTISEMENT', '1/2 teaspoon dried dill weed ADVERTISEMENT', '1 teaspoon ground cayenne pepper ADVERTISEMENT', '1 quart oil for frying ADVERTISEMENT', '1 pound cod fillets, cut into 2 to 3 ounce portions ADVERTISEMENT', '1 (12 ounce) package corn tortillas ADVERTISEMENT', '1/2 medium head cabbage, finely shredded ADVERTISEMENT', 'ADVERTISEMENT']","To make beer batter: In a large bowl, combine flour, cornstarch, baking powder, and salt. Blend egg and beer, then quickly stir into the flour mixture (don't worry about a few lumps).
To make white sauce: In a medium bowl, mix together yogurt and mayonnaise. Gradually stir in fresh lime juice until consistency is slightly runny. Season with jalapeno, capers, oregano, cumin, dill, and cayenne.
Heat oil in deep-fryer to 375 degrees F (190 degrees C).
Dust fish pieces lightly with flour. Dip into beer batter, and fry until crisp and golden brown. Drain on paper towels. Lightly fry tortillas; not too crisp. To serve, place fried fish in a tortilla, and top with shredded cabbage, and white sauce.
",bBgBr0ncqfxbTT0sAPS9MKQNf3Luk8K
Caramelized Baked Chicken,"['3 pounds chicken wings ADVERTISEMENT', '2 tablespoons olive oil ADVERTISEMENT', '1/2 cup soy sauce ADVERTISEMENT', '2 tablespoons ketchup ADVERTISEMENT', '1 cup honey ADVERTISEMENT', '1 clove garlic, minced ADVERTISEMENT', 'salt and pepper to taste ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 375 degrees F (190 degrees C).
Place chicken in a 9x13 inch baking dish. Mix together the oil, soy sauce, ketchup, honey, garlic, salt and pepper. Pour over the chicken.
Bake in preheated oven for one hour, or until sauce is caramelized.
",c4bNBbnEJcuEnF6vESC1b8wPVd.jZoe
Pecan Pie V,"['1 cup light brown sugar ADVERTISEMENT', '1/4 cup white sugar ADVERTISEMENT', '1/2 cup butter ADVERTISEMENT', '2 eggs ADVERTISEMENT', '1 tablespoon all-purpose flour ADVERTISEMENT', '1 tablespoon milk ADVERTISEMENT', '1 teaspoon vanilla extract ADVERTISEMENT', '1 cup chopped pecans ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 400 degrees F (205 degrees C).
In a large bowl, beat eggs until foamy, and stir in melted butter. Stir in the brown sugar, white sugar and the flour; mix well. Last add the milk, vanilla and nuts.
Pour into an unbaked 9-in pie shell. Bake in preheated oven for 10 minutes at 400 degrees, then reduce temperature to 350 degrees and bake for 30 to 40 minutes, or until done.
",CYHv.vpixap/d/cStqrltBm03Y/nZKe
Slow Cooker Italian Beef for Sandwiches,"['3 cups water ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '1 teaspoon ground black pepper ADVERTISEMENT', '1 teaspoon dried oregano ADVERTISEMENT', '1 teaspoon dried basil ADVERTISEMENT', '1 teaspoon onion salt ADVERTISEMENT', '1 teaspoon dried parsley ADVERTISEMENT', '1 teaspoon garlic powder ADVERTISEMENT', '1 bay leaf ADVERTISEMENT', '1 (.7 ounce) package dry Italian-style salad dressing mix ADVERTISEMENT', '1 (5 pound) rump roast ADVERTISEMENT', 'ADVERTISEMENT']","Combine water with salt, ground black pepper, oregano, basil, onion salt, parsley, garlic powder, bay leaf, and salad dressing mix in a saucepan. Stir well, and bring to a boil.
Place roast in slow cooker, and pour salad dressing mixture over the meat.
Cover, and cook on Low for 10 to 12 hours, or on High for 4 to 5 hours. When done, remove bay leaf, and shred meat with a fork.
",FkDtsZdeB./sV9nEU/BKxwvdJYNpMwO
Slow Cooker Buffalo Chicken Sandwiches,"['4 skinless, boneless chicken breast halves ADVERTISEMENT', '1 (17.5 fluid ounce) bottle buffalo wing sauce, divided ADVERTISEMENT', '1/2 (1 ounce) package dry ranch salad dressing mix ADVERTISEMENT', '2 tablespoons butter ADVERTISEMENT', '6 hoagie rolls, split lengthwise ADVERTISEMENT', 'ADVERTISEMENT']","Place the chicken breasts into a slow cooker, and pour in 3/4 of the wing sauce and the ranch dressing mix. Cover, and cook on Low for 6 to 7 hours.
Once the chicken has cooked, add the butter, and shred the meat finely with two forks. Pile the meat onto the hoagie rolls, and splash with the remaining buffalo wing sauce to serve.
",iLpGENb6Mt357HOZspVYJ4kAmrifLQa
